SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,OMNIMARS EXECUTION,OMNIMARS STATUS,CHATGPT EXECUTION,CHATGPT STATUS,MERI EXECUTION,MERI STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,OMNIMARS_INFO,CHATGPT_INFO,MERI_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
computer science engineering courses,computer science engineering courses,computer science engineering courses,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 170096   |   Computer Engineering Courses   |   High || 175635   |   Computer Science Diploma   |   Medium || 173792   |   Engineering Education Services   |   Medium || 27841   |   Engineering Colleges   |   Medium ||  ],alfa-info: [ 170096   |   computer engineering courses   |   High ||  ],mars-info: [ 170096   |   computer engineering courses   |   High || 173594   |   computer science & engineering   |   Low || 175635   |   computer science diploma   |   Low ||  ],[],[],[],170096,Computer Engineering Courses,High,175635,Computer Science Diploma,Medium,173594,Computer Science & Engineering,Medium,173792,Engineering Education Services,Medium,27841,Engineering Colleges,Medium
door latch,door latch,door latch,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 12146   |   Brass Door Latch   |   High || 15812   |   Iron Door Latch   |   High || 15143   |   Aluminum Door Latch   |   High || 14838   |   Antique Door Latch   |   High || 1246   |   Door & Window Latches   |   Medium || 44713   |   Automotive Door Latches   |   Medium || 443323   |   Car Door Latch   |   Medium || 185956   |   Brass Baby Latch   |   Medium || 116143   |   Plastic Latches   |   Medium || 7055   |   Suffolk Latch   |   Medium || 112176   |   Panel Latches   |   Medium ||  ],alfa-info: [ 1246   |   door & window latches   |   High || 12146   |   brass door latch   |   High || 14838   |   antique door latch   |   High || 15143   |   aluminum door latch   |   Medium ||  ],mars-info: [ 1246   |   door & window latches   |   High || 12146   |   brass door latch   |   Low || 30464   |   latch locks   |   Low ||  ],[],[],[],1246,Door & Window Latches,High,12146,Brass Door Latch,Medium,15812,Iron Door Latch,Medium,14838,Antique Door Latch,Medium,15143,Aluminum Door Latch,Medium
fire crackers,firecrackers,firecrackers,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 85000   |   Celebration Firework   |   High || 85002   |   Colorful Cracker   |   Medium || 223036   |   Green Crackers   |   Medium || 235605   |   Cold Fireworks   |   Medium ||  ],alfa-info: [ 85000   |   celebration firework   |   High ||  ],mars-info: [ 85000   |   celebration firework   |   High || 85002   |   colorful cracker   |   Low || 110703   |   firework rocket   |   Low ||  ],[],[],[],85000,Celebration Firework,High,85002,Colorful Cracker,Medium,223036,Green Crackers,Medium,110703,Firework Rocket,Medium,235605,Cold Fireworks,Medium
hero motorcycle,hero motorcycle,hero motorcycle,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 189350   |   Hero Bike   |   High || 20873   |   Motorcycle   |   High || 72920   |   Power Bike   |   Medium || 652436   |   Hero Used Bikes   |   Medium ||  ],alfa-info: [ 189350   |   hero bike   |   High ||  ],mars-info: [ 189350   |   hero bike   |   Low || 20873   |   motorcycle   |   Low || 185248   |   hero cycle   |   Low ||  ],[],[],[],189350,Hero Bike,High,20873,Motorcycle,Medium,72920,Power Bike,Medium,185248,Hero Cycle,Medium,652436,Hero Used Bikes,Medium
customized corrugated box,customized corrugated box,customized corrugated box,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 1416   |   Corrugated Box   |   High || 111362   |   Printed Corrugated Boxes   |   High || 180740   |   3 Ply Corrugated Box   |   Medium || 1993   |   Corrugated Packaging Boxes   |   Medium ||  ],alfa-info: [ 1416   |   corrugated box   |   High ||  ],mars-info: [ 111362   |   printed corrugated boxes   |   Low || 1416   |   corrugated box   |   Low || 180740   |   3 ply corrugated box   |   Low ||  ],[],[],[],1416,Corrugated Box,High,111362,Printed Corrugated Boxes,Medium,180740,3 Ply Corrugated Box,Medium,1993,Corrugated Packaging Boxes,Medium
mixture,mixture,mixture,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 138182   |   Wall Mixture   |   High || 140311   |   Mineral Mixture   |   Medium || 106708   |   Gas Mixture   |   Medium || 190299   |   Tea Mixture   |   Medium || 180209   |   Bordeaux Mixture   |   Medium || 650085   |   Argon Nitrogen Mixture   |   Medium || 55810   |   Wall Mixers   |   Medium || 55799   |   Bath Mixer   |   Medium || 653027   |   Bikano Mixtures   |   Medium || 229990   |   Mixture Namkeen   |   Medium || 42068   |   Namkeen   |   Medium ||  ],alfa-info: [ 138182   |   wall mixture   |   High || 139637   |   double shaft u mixture machine   |   Medium || 5699   |   pan mixer   |   Medium || 35659   |   powder mixers   |   Medium ||  ],mars-info: [ 190781   |   spicy mixture namkeen   |   Low || 138182   |   wall mixture   |   Low || 140311   |   mineral mixture   |   Low ||  ],[],[],[],138182,Wall Mixture,High,190781,Spicy Mixture Namkeen,Medium,140311,Mineral Mixture,Medium,139637,Double Shaft U Mixture Machine,Medium,106708,Gas Mixture,Medium
epson print head,epson print head,epson print head,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 221282   |   Epson Printer Head   |   High || 2075   |   Printing Machinery Spares   |   High || 35738   |   Printer Head   |   Medium || 80930   |   Printer Parts   |   Medium ||  ],alfa-info: [ 221282   |   epson printer head   |   High ||  ],mars-info: [ 221282   |   epson printer head   |   High || 35738   |   printer head   |   Low || 39757   |   thermal printheads   |   Low ||  ],[],[],[],221282,Epson Printer Head,High,35738,Printer Head,Medium,2075,Printing Machinery Spares,Medium,39757,Thermal Printheads,Medium,80930,Printer Parts,Medium
202 stainless steel sheet,202 stainless steel sheet,202 stainless steel sheet,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 178611   |   Stainless Steel 202   |   High || 7822   |   Stainless Steel Sheet   |   Medium || 7784   |   Stainless Steel Coils   |   Medium ||  ],alfa-info: [ 178611   |   stainless steel 202   |   High || 7822   |   stainless steel sheet   |   High || 166184   |   designer stainless steel sheet   |   Medium || 194642   |   jindal stainless steel sheets   |   Medium ||  ],mars-info: [ 178611   |   stainless steel 202   |   High || 7822   |   stainless steel sheet   |   Low || 194642   |   jindal stainless steel sheets   |   Low ||  ],[],[],[],178611,Stainless Steel 202,High,7822,Stainless Steel Sheet,Medium,194642,Jindal Stainless Steel Sheets,Medium,166184,Designer Stainless Steel Sheet,Medium,7784,Stainless Steel Coils,Medium
mild steel channels,mild steel channels,mild steel channels,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 33642   |   MS Channel   |   High || 38181   |   Steel Channels   |   High || 33056   |   Metal Channels   |   Medium || 80597   |   C Channel Profile   |   Medium ||  ],alfa-info: [ 33642   |   ms channel   |   High ||  ],mars-info: [ 33642   |   ms channel   |   High || 38181   |   steel channels   |   Low || 33056   |   metal channels   |   Low ||  ],[],[],[],33642,MS Channel,High,38181,Steel Channels,Medium,33056,Metal Channels,Medium,80597,C Channel Profile,Medium,126246,Mild Steel Angle,Low
flour mill machinery,flour mill machinery,flour mill machinery,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 28610   |   Flour Mill   |   High || 6472   |   Commercial Atta Chakki Machine   |   High || 208837   |   Flour Mill Plant   |   Medium ||  ],alfa-info: [ 6472   |   commercial atta chakki machine   |   High || 28610   |   flour mill   |   High || 216186   |   roller flour mill   |   Medium || 1175   |   milling machines   |   Medium ||  ],mars-info: [ 28610   |   flour mill   |   Low || 6472   |   commercial atta chakki machine   |   Low || 84703   |   industrial atta chakki machine   |   Low ||  ],[],[],[],28610,Flour Mill,High,6472,Commercial Atta Chakki Machine,Medium,208837,Flour Mill Plant,Medium,216186,Roller Flour Mill,Medium,84703,Industrial Atta Chakki Machine,Medium
ladies fancy shoes,ladies fancy shoes,ladies fancy shoes,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 69223   |   Ladies Fashion Footwear   |   High || 31464   |   Ladies Shoes   |   Medium || 11291   |   Ladies Sandal   |   Medium || 3469   |   Women Footwear   |   Medium || 77671   |   Children Fashion Shoes   |   Medium ||  ],alfa-info: [ 31464   |   ladies shoes   |   High || 180752   |   ladies formal shoes   |   High || 69223   |   ladies fashion footwear   |   High || 77667   |   casual women shoes   |   High ||  ],mars-info: [ 69223   |   ladies fashion footwear   |   Low || 31464   |   ladies shoes   |   Low || 77702   |   fashion canvas shoes   |   Low ||  ],[],[],[],69223,Ladies Fashion Footwear,High,31464,Ladies Shoes,Medium,180752,Ladies Formal Shoes,Medium,11291,Ladies Sandal,Medium,77702,Fashion Canvas Shoes,Medium
rubber hex dumbbells,rubber hex dumbbells,rubber hex dumbbells,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 16240   |   Hex Dumbbell   |   High || 73779   |   Rubber Dumbbell   |   High || 42626   |   Dumbbells   |   Medium ||  ],alfa-info: [ 16240   |   hex dumbbell   |   High || 73779   |   rubber dumbbell   |   High ||  ],mars-info: [ 16240   |   hex dumbbell   |   High || 73779   |   rubber dumbbell   |   Low || 17633   |   neoprene and vinyl dumbbell   |   Low ||  ],[],[],[],16240,Hex Dumbbell,High,73779,Rubber Dumbbell,Medium,42626,Dumbbells,Medium,17633,Neoprene and Vinyl Dumbbell,Medium,202022,Gym Setup Services,Low
kashmiri dry red chilli,kashmiri dry red chilli,kashmiri dry red chilli,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 186627   |   Kashmiri Lal mirch   |   High || 12018   |   Dry Red Chilli   |   High || 8067   |   Red Chilli Powder   |   Medium || 167584   |   Kashmiri Chilli Powder   |   Medium ||  ],alfa-info: [ 12018   |   dry red chilli   |   High || 186627   |   kashmiri lal mirch   |   Medium ||  ],mars-info: [ 12018   |   dry red chilli   |   Medium || 186627   |   kashmiri lal mirch   |   Low || 187224   |   guntur dry red chilli   |   Low ||  ],[],[],[],12018,Dry Red Chilli,High,186627,Kashmiri Lal mirch,High,8067,Red Chilli Powder,Medium,187224,Guntur Dry Red Chilli,Medium,167584,Kashmiri Chilli Powder,Medium
fancy nighty,fancy nighty,fancy nighty,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 68572   |   Ladies Night Dress   |   High || 7371   |   Nightgowns   |   Medium || 157281   |   Cotton Nightgown   |   Medium || 7374   |   Nightwear   |   Medium ||  ],alfa-info: [ 68572   |   ladies night dress   |   High || 7371   |   nightgowns   |   Medium ||  ],mars-info: [ 68572   |   ladies night dress   |   Low || 7371   |   nightgowns   |   Low || 157281   |   cotton nightgown   |   Low ||  ],[],[],[],68572,Ladies Night Dress,High,7371,Nightgowns,Medium,157281,Cotton Nightgown,Medium,7374,Nightwear,Medium,220508,Ladies Designer Nighty,Low
used oppo mobile phones,used oppo mobile phones,used oppo mobile phones,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 184317   |   Oppo Mobile Phones   |   High || 5190   |   Mobile Phones   |   High || 19240   |   Smart Phone   |   Medium || 180331   |   Used Mobile Phones   |   Medium ||  ],alfa-info: [ 653810   |   used oppo mobile   |   High || 180331   |   used mobile phones   |   High || 184317   |   oppo mobile phones   |   High ||  ],mars-info: [ 180331   |   used mobile phones   |   Medium || 184317   |   oppo mobile phones   |   Low || 226924   |   oppo mobile cover   |   Low ||  ],[],[],[],184317,Oppo Mobile Phones,Medium,180331,Used Mobile Phones,Medium,653810,Used Oppo Mobile,Medium,5190,Mobile Phones,Medium,19240,Smart Phone,Medium
tea cups kullad,tea cups kullad,tea cups kullad,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 223869   |   Terracotta Kullad   |   High || 218580   |   Clay Tea Cup   |   Medium || 214842   |   Earthen Cups   |   Medium || 84850   |   Clay Cooking Pot   |   Medium || 3036   |   Terracotta Pots   |   Medium || 213438   |   Clay Handi   |   Medium ||  ],alfa-info: [ 2978   |   tea cups   |   Medium || 218580   |   clay tea cup   |   Medium || 90434   |   ceramic tea cup   |   Medium ||  ],mars-info: [ 223869   |   terracotta kullad   |   Low || 214842   |   earthen cups   |   Low || 218580   |   clay tea cup   |   Low ||  ],[],[],[],223869,Terracotta Kullad,High,2978,Tea Cups,Medium,218580,Clay Tea Cup,Medium,214842,Earthen Cups,Medium,90434,Ceramic Tea Cup,Medium
cold pressed gingelly oil,cold pressed gingelly oil,cold pressed gingelly oil,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 188993   |   Cold Pressed Sesame Oil   |   High || 192541   |   Cold Pressed Oil   |   Medium || 8538   |   Sesame Oil   |   Medium ||  ],alfa-info: [ 188993   |   cold pressed sesame oil   |   High || 192541   |   cold pressed oil   |   Medium || 8538   |   sesame oil   |   Medium ||  ],mars-info: [ 8538   |   sesame oil   |   High || 188993   |   cold pressed sesame oil   |   Low || 192541   |   cold pressed oil   |   Low ||  ],[],[],[],188993,Cold Pressed Sesame Oil,High,8538,Sesame Oil,Medium,192541,Cold Pressed Oil,Medium,208861,Kachi Ghani Mustard Oil,Low,31500,Lamp Oil,Low
audio door phone,audio door phone,audio door phone,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 45623   |   Wireless Audio Door Phone   |   High || 15511   |   Door Phone   |   High || 40695   |   Video Door Phone   |   Medium || 15514   |   Door Security Device   |   Medium ||  ],alfa-info: [ 15511   |   door phone   |   High || 40695   |   video door phone   |   High ||  ],mars-info: [ 45623   |   wireless audio door phone   |   Low || 15511   |   door phone   |   Low || 40695   |   video door phone   |   Low ||  ],[],[],[],45623,Wireless Audio Door Phone,High,15511,Door Phone,Medium,40695,Video Door Phone,Medium,15514,Door Security Device,Medium,204072,Hikvision Video Door Phone,Low
visiting cards printing,visiting cards printing,visiting cards printing,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 176026   |   Digital Visiting Card Printing Services   |   High || 1022   |   Visiting Cards   |   Medium ||  ],alfa-info: [ 176026   |   digital visiting card printing services   |   High || 87934   |   printing services   |   Medium ||  ],mars-info: [ 176026   |   digital visiting card printing services   |   Medium || 152647   |   business cards printing service   |   Low || 42098   |   invitation card printing   |   Low ||  ],[],[],[],176026,Digital Visiting Card Printing Services,High,87934,Printing Services,Medium,1022,Visiting Cards,Medium,42098,Invitation Card Printing,Medium,135599,I Card Printing,Low
recruitment,recruitment,recruitment,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 87924   |   Recruitment Service   |   High || 36236   |   Recruitment Consultancy   |   High || 31899   |   Medical Personnel Recruitment   |   High || 44917   |   Corporate Recruitment   |   Medium || 172197   |   Job Consultation Service   |   Medium || 171818   |   Healthcare Recruiters   |   Medium || 170815   |   Senior Level Recruitment   |   Medium || 31896   |   Medical Officers Recruitment   |   Medium || 32965   |   Occupational Therapist Recruitment   |   Medium || 652628   |   Blue Collar Recruitment   |   Medium || 652626   |   Salon Staff Recruitment   |   Medium || 43035   |   Recruitment Outsourcing Services   |   Medium || 174761   |   Nurse Recruitment Services   |   Medium || 652617   |   Receptionist Recruitment Service   |   Medium || 652651   |   Chef Recruitment Service   |   Medium || 88357   |   IT Placement Service   |   Medium ||  ],alfa-info: [ 87924   |   recruitment service   |   High || 36236   |   recruitment consultancy   |   Medium || 31899   |   medical personnel recruitment   |   Medium ||  ],mars-info: [ 87924   |   recruitment service   |   High || 36236   |   recruitment consultancy   |   Low || 169586   |   recruitment advertising service   |   Low ||  ],[],[],[],87924,Recruitment Service,High,36236,Recruitment Consultancy,Medium,31899,Medical Personnel Recruitment,Medium,169586,Recruitment Advertising Service,Medium,652628,Blue Collar Recruitment,Medium
rooms,rooms,rooms,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 168753   |   Air-conditioned Deluxe Rooms   |   High || 29110   |   Furnished Rooms   |   High || 172740   |   Suite Rooms Service   |   High || 24353   |   Cold Storage Rooms   |   Medium || 24272   |   Cold Rooms   |   Medium || 139546   |   Portable Clean Room   |   Medium || 106699   |   Hotels Accommodation Service   |   Medium || 99182   |   Accommodation Services   |   Medium || 43410   |   Budget Hotels   |   Medium || 33189   |   Modular Cleanrooms   |   Medium ||  ],alfa-info: [ 172740   |   suite rooms service   |   Medium || 168753   |   air-conditioned deluxe rooms   |   Medium || 24272   |   cold rooms   |   Medium ||  ],mars-info: [ 20582   |   clean room equipment   |   Low || 36849   |   room fresheners   |   Low || 2288   |   wall sculptures   |   Low ||  ],[],[],[],168753,Air-conditioned Deluxe Rooms,Medium,172740,Suite Rooms Service,Medium,20582,Clean Room Equipment,Medium,29110,Furnished Rooms,Medium,36849,Room Fresheners,Medium
fabrication job works,fabrication job works,fabrication job works,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 151890   |   Sheet Metal Components Job Work   |   High ||  ],alfa-info: [ 28191   |   fabrication works   |   High || 151890   |   sheet metal components job work   |   High || 30247   |   heavy fabrication   |   High ||  ],mars-info: [ 28191   |   fabrication works   |   Medium || 151890   |   sheet metal components job work   |   Low || 191497   |   fabrication services   |   Low ||  ],[],[],[],28191,Fabrication Works,High,151890,Sheet Metal Components Job Work,Medium,30247,Heavy Fabrication,Medium,191497,Fabrication Services,Medium,153031,Shed Fabrication Services,Low
room freshener spray,room freshener spray,room freshener spray,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 185510   |   Air Freshener Spray   |   High || 36849   |   Room Fresheners   |   High || 3212   |   Air Fresheners   |   Medium ||  ],alfa-info: [ 36849   |   room fresheners   |   High || 185510   |   air freshener spray   |   High ||  ],mars-info: [ 185510   |   air freshener spray   |   Low || 36849   |   room fresheners   |   Low || 69722   |   room fragrances   |   Low ||  ],[],[],[],185510,Air Freshener Spray,High,36849,Room Fresheners,Medium,3212,Air Fresheners,Medium,69722,Room Fragrances,Medium,23326,Car Air Freshener,Low
wrench,wrench,wrench,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 73795   |   Adjustable Wrenches   |   High || 36108   |   Ratchet Wrenches   |   High || 166254   |   Heavy Duty Pipe Wrench   |   High || 37276   |   Socket Wrenches   |   High || 132528   |   Standard Torque Wrench   |   High || 190145   |   Wheel Wrench   |   High || 640   |   Wrenches   |   Medium || 107600   |   Electric Screwdrivers & Impact Wrenches   |   Medium || 5976   |   Pipe Wrench   |   Medium || 30817   |   Impact Wrench   |   Medium || 21670   |   Air Impact Wrench   |   Medium || 26050   |   Cordless Impact Wrench   |   Medium || 29684   |   Hydraulic Torque Wrenches   |   Medium || 21694   |   Air Ratchet Wrench   |   Medium || 2507   |   Torque Wrench   |   Medium || 37444   |   Spanner Wrenches   |   Medium || 73847   |   Oil Filter Wrenches   |   Medium || 73802   |   Chain Wrenches   |   Medium || 132701   |   Manual Torque Wrenches   |   Medium || 9552   |   Slugging Wrench   |   Medium || 39534   |   Tap Wrenches   |   Medium || 24409   |   Combination Wrenches   |   Medium || 34659   |   Open End Wrenches   |   Medium || 192779   |   Taparia Pipe Wrench   |   Medium || 32922   |   Nut Wrenches   |   Medium || 182699   |   Tohnichi Torque Wrench   |   Medium || 112164   |   Offset Wrenches   |   Medium || 21142   |   Allen Key   |   Medium || 138547   |   Ring Spanner   |   Medium || 73809   |   Double Open End Spanner   |   Medium || 72694   |   Wheel Spanner   |   Medium || 38411   |   T Handles   |   Medium || 188683   |   T Spanner   |   Medium || 73816   |   Grip Plier   |   Medium || 147297   |   Single Open End Spanner   |   Medium || 5073   |   Plug Spanner   |   Medium || 150465   |   Cross Spanner   |   Medium || 150792   |   L Type Spanner   |   Medium || 192631   |   Taparia Spanner   |   Medium || 37448   |   Spark Plug Sockets   |   Medium || 167449   |   Hook Spanners   |   Medium || 155217   |   ER Spanner   |   Medium || 11942   |   Gas Spanner   |   Medium || 203924   |   Bosch Electric Screwdrivers & Impact Wrenches   |   Medium ||  ],alfa-info: [ 640   |   wrenches   |   High || 5976   |   pipe wrench   |   High || 2507   |   torque wrench   |   High || 73795   |   adjustable wrenches   |   Medium ||  ],mars-info: [ 640   |   wrenches & sockets   |   High || 5976   |   pipe wrench   |   Low || 166254   |   heavy duty pipe wrench   |   Low ||  ],[],[],[],640,Wrenches,High,73795,Adjustable Wrenches,Medium,5976,Pipe Wrench,Medium,36108,Ratchet Wrenches,Medium,166254,Heavy Duty Pipe Wrench,Medium
ms bright round bar,ms bright round bar,ms bright round bar,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 153933   |   Mild Steel Bright Bar   |   High || 126247   |   Mild Steel Round Bar   |   High || 80592   |   Bright Bar   |   Medium || 20495   |   Mild Steel Bars   |   Medium ||  ],alfa-info: [ 153933   |   mild steel bright bar   |   High || 135769   |   stainless steel bright bar   |   Medium ||  ],mars-info: [ 153933   |   mild steel bright bar   |   High || 126247   |   mild steel round bar   |   Low || 144640   |   bright steel round bar   |   Low ||  ],[],[],[],153933,Mild Steel Bright Bar,High,126247,Mild Steel Round Bar,Medium,135769,Stainless Steel Bright Bar,Medium,80592,Bright Bar,Medium,144640,Bright Steel Round Bar,Medium
cotton track pant,cotton track pant,cotton track pant,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 50179   |   Track Pant   |   High || 185686   |   Men Track Pants   |   High || 96360   |   Sports Pant   |   Medium || 204139   |   Reebok Sports Pant   |   Medium ||  ],alfa-info: [ 50179   |   track pant   |   High || 185686   |   men track pants   |   Medium ||  ],mars-info: [ 50179   |   track pant   |   Medium || 185686   |   men track pants   |   Low || 3067   |   cotton pants   |   Low ||  ],[],[],[],50179,Track Pant,High,185686,Men Track Pants,Medium,96360,Sports Pant,Medium,3067,Cotton Pants,Medium,204139,Reebok Sports Pant,Medium
casual denim jeans,casual denim jeans,casual denim jeans,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 1166   |   Denim Jeans   |   High || 163764   |   Men Denim Jeans   |   High || 78191   |   Blue Denim Jeans   |   Medium || 10002   |   Men Jeans   |   Medium ||  ],alfa-info: [ 1166   |   denim jeans   |   High || 163764   |   men denim jeans   |   High || 10002   |   men jeans   |   High ||  ],mars-info: [ 163764   |   men denim jeans   |   High || 78191   |   blue denim jeans   |   Low || 1166   |   denim jeans   |   Low ||  ],[],[],[],1166,Denim Jeans,High,163764,Men Denim Jeans,Medium,78191,Blue Denim Jeans,Medium,10002,Men Jeans,Medium,105933,Women Clothes,Low
led torch light,led torch light,led torch light,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 109726   |   LED Hand Torches   |   High || 181458   |   Rechargeable LED Torch   |   High || 32455   |   LED Torch   |   Medium || 179872   |   Solar LED Torch   |   Medium ||  ],alfa-info: [ 109726   |   led hand torches   |   High || 32455   |   led torch   |   High || 20650   |   torches & flashlights   |   Medium ||  ],mars-info: [ 32455   |   led torch   |   High || 109726   |   led hand torches   |   Low || 39929   |   torchlight   |   Low ||  ],[],[],[],109726,LED Hand Torches,High,32455,LED Torch,Medium,181458,Rechargeable LED Torch,Medium,20650,Torches & Flashlights,Medium,39929,Torchlight,Medium
tata ultra passenger bus,tata ultra passenger bus,tata ultra passenger bus,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 105655   |   Passenger Bus   |   High || 188262   |   TATA Bus   |   Medium || 216701   |   TATA School Bus   |   Medium ||  ],alfa-info: [ 188262   |   tata bus   |   High ||  ],mars-info: [ 105655   |   passenger bus   |   Medium || 188262   |   tata bus   |   Low || 34563   |   passenger seats   |   Low ||  ],[],[],[],105655,Passenger Bus,High,188262,TATA Bus,Medium,216701,TATA School Bus,Medium,34563,Passenger Seats,Medium,42065,Bus Rental,Low
livfast battery,livfast battery,livfast battery,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 654655   |   Livfast Inverter Batteries   |   High || 49   |   Inverter Battery   |   High || 178988   |   Luminous Inverter Battery   |   Medium ||  ],alfa-info: [ 49   |   inverter battery   |   High || 1211   |   automotive battery   |   Medium || 184953   |   exide car battery   |   Medium || 178045   |   electric rickshaw battery   |   Medium ||  ],mars-info: [ 49   |   inverter battery   |   Low || 1211   |   automotive battery   |   Low || 113838   |   batteries   |   Low ||  ],[],[],[],49,Inverter Battery,High,654655,Livfast Inverter Batteries,High,1211,Automotive Battery,Medium,184953,Exide Car Battery,Medium,178988,Luminous Inverter Battery,Medium
dalmia srpc,dalmia srpc,dalmia srpc,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 193115   |   Dalmia Cement   |   Medium || 119126   |   Cement   |   Medium || 86352   |   OPC Cement   |   Medium ||  ],alfa-info: [ 193115   |   dalmia cement   |   High || 119126   |   cement   |   Medium ||  ],mars-info: [ 193115   |   dalmia cement   |   High || 133826   |   dal mill machine   |   Low || 44834   |   manual call point   |   Low ||  ],[],[],[],193115,Dalmia Cement,High,119126,Cement,Medium,133826,Dal Mill Machine,Medium,86352,OPC Cement,Medium,44834,Manual Call Point,Medium
cold rolled sheet,cold rolled sheet,cold rolled sheet,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 159428   |   CRC Steel Sheet   |   High || 186260   |   Aluminium Cold Rolled Sheets   |   High || 656243   |   MS Cold Rolled Sheet   |   High || 656248   |   SS Cold Rolled Sheet   |   High || 11211   |   CR Sheets   |   High ||  ],alfa-info: [ 11211   |   cr sheets   |   High || 178896   |   cold rolled steel sheets   |   High || 3921   |   cold rolled coils   |   Medium ||  ],mars-info: [ 178896   |   cold rolled steel sheets   |   Low || 11211   |   cr sheets   |   Low || 80438   |   hot rolled sheets   |   Low ||  ],[],[],[],159428,CRC Steel Sheet,High,11211,CR Sheets,Medium,186260,Aluminium Cold Rolled Sheets,Medium,656243,MS Cold Rolled Sheet,Medium,3921,Cold Rolled Coils,Medium
tempo travellers on hire,tempo travellers on hire,tempo travellers on hire,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 172786   |   Tempo Traveller Rental   |   High || 209154   |   9 Seater Tempo Traveller Rental   |   High || 209163   |   20 Seater Tempo Traveller Rental   |   High || 209156   |   13 Seater Tempo Traveller Rental   |   High || 209155   |   12 Seater Tempo Traveller Rental   |   Medium || 209160   |   17 Seater Tempo Traveller Rental   |   Medium || 209165   |   26 Seater Tempo Traveller Rental   |   Medium || 209159   |   16 Seater Tempo Traveller Rental   |   Medium ||  ],alfa-info: [ 172786   |   tempo traveller rental   |   High ||  ],mars-info: [ 172786   |   tempo traveller rental   |   High || 43206   |   vehicle rental   |   Low || 209163   |   20 seater tempo traveller rental   |   Low ||  ],[],[],[],172786,Tempo Traveller Rental,High,209154,9 Seater Tempo Traveller Rental,Medium,43206,Vehicle Rental,Medium,209163,20 Seater Tempo Traveller Rental,Medium,209156,13 Seater Tempo Traveller Rental,Medium
