name,type,country,city,address,lat,lon,beds,departments,ownership,icu
Johannesburg City Infirmary #50,specialty hospital,South Africa,Johannesburg,"858 Maple Ave, Johannesburg, South Africa",-26.133966,27.996297,50,dermatology || physiotherapy || psychiatry || urology,private,False
Cape Town Medical Center,general hospital,South Africa,Cape Town,"501 Main Bazaar Rd, Cape Town, South Africa",-33.886321,18.436016,500,dental || ent || ophthalmology || urology,public,False
Rome Care Hospital #51,general hospital,Italy,Rome,"875 Sunrise Blvd, Rome, Italy",41.845164,12.543643,75,nephrology || neurosurgery || orthopedics || pediatrics,private,False
Paris Multispeciality Hospital,specialty hospital,France,Paris,"616 Oak St, Paris, France",48.802785,2.298483,400,nephrology || oncology || pediatrics || physiotherapy,trust,False
Indore Multispeciality Hospital,general hospital,India,Indore,"639 Sector 21 Rd, Indore, India",22.746032,75.86139,100,cardiology || ent || gynecology || oncology || pediatrics || radiology || urology,private,True
Chennai Health Institute,specialty hospital,India,Chennai,"883 Temple Rd, Chennai, India",13.143052,80.253491,400,hematology || neurosurgery || oncology || orthopedics || psychiatry,public,False
Singapore City Infirmary,specialty hospital,Singapore,Singapore,"303 Temple Rd, Singapore, Singapore",1.342362,103.800111,150,dermatology || gastroenterology || orthopedics || physiotherapy || pulmonology || urology,private,False
Dehradun Health Institute,specialty hospital,India,Dehradun,"861 Green Park Rd, Dehradun, India",30.28472,78.071818,150,gynecology || hematology || oncology || ophthalmology,private,False
Durg City Infirmary,teaching hospital,India,Durg,"671 MG Road, Durg, India",21.147554,81.348832,100,nephrology || neurosurgery || oncology || urology,private,True
Gurugram Multispeciality Hospital,general hospital,India,Gurugram,"888 MG Road, Gurugram, India",28.466468,77.091636,250,ent || gastroenterology || gynecology || hematology || orthopedics || pediatrics,private,False
Nagpur Health Institute,specialty hospital,India,Nagpur,"929 Main Bazaar Rd, Nagpur, India",21.084504,79.158573,250,emergency || ophthalmology || pulmonology || radiology,public,False
Hyderabad General Hospital,general hospital,India,Hyderabad,"793 Lakeview Ave, Hyderabad, India",17.358585,78.428984,400,emergency || hematology || oncology || ophthalmology || orthopedics || pulmonology || radiology,private,True
Delhi General Hospital,specialty hospital,India,Delhi,"973 Oak St, Delhi, India",28.633112,77.214354,500,cardiology || ent || orthopedics || physiotherapy || radiology,private,True
Sydney Medical Center,specialty hospital,Australia,Sydney,"172 MG Road, Sydney, Australia",-33.822624,151.153568,100,oncology || physiotherapy || psychiatry,private,False
Cuttack City Infirmary,teaching hospital,India,Cuttack,"368 Sunrise Blvd, Cuttack, India",20.422258,85.921831,25,cardiology || ent || gastroenterology || neurosurgery,private,True
Sao Paulo Medical Center,specialty hospital,Brazil,Sao Paulo,"39 Sector 21 Rd, Sao Paulo, Brazil",-23.544618,-46.597607,500,cardiology || dental || dermatology || ent || ophthalmology || pediatrics || psychiatry || radiology,public,True
Ahmedabad Care Hospital,general hospital,India,Ahmedabad,"712 Oak St, Ahmedabad, India",22.997233,72.622801,50,ent || gynecology || nephrology || oncology || pediatrics,private,True
Birmingham Medical Center,specialty hospital,United Kingdom,Birmingham,"510 Sunrise Blvd, Birmingham, United Kingdom",52.541632,-1.950002,150,ent || ophthalmology || orthopedics || pediatrics || physiotherapy || pulmonology || urology,public,True
Indore Multispeciality Hospital,general hospital,India,Indore,"688 MG Road, Indore, India",22.767167,75.801687,75,hematology || ophthalmology || physiotherapy,trust,False
Guntur Medical Center,specialty hospital,India,Guntur,"468 High St, Guntur, India",16.34226,80.471706,250,dermatology || gynecology || nephrology || psychiatry || pulmonology,public,True
Abu Dhabi Medical Center #52,specialty hospital,UAE,Abu Dhabi,"47 Oak St, Abu Dhabi, UAE",24.484932,54.384136,75,psychiatry || pulmonology || radiology || urology,trust,True
Abu Dhabi City Infirmary #53,general hospital,UAE,Abu Dhabi,"468 Temple Rd, Abu Dhabi, UAE",24.429211,54.326356,750,emergency || gynecology || nephrology || ophthalmology || pulmonology || urology,private,False
Manchester Multispeciality Hospital,specialty hospital,United Kingdom,Manchester,"186 Sector 21 Rd, Manchester, United Kingdom",53.494143,-2.258464,150,cardiology || dermatology || ent || hematology || ophthalmology,trust,True
Madurai Health Institute #54,teaching hospital,India,Madurai,"538 Church St, Madurai, India",9.996765,78.064336,200,dental || ent || gynecology || ophthalmology || orthopedics || physiotherapy || radiology || urology,private,True
Lucknow General Hospital #55,teaching hospital,India,Lucknow,"518 College Rd, Lucknow, India",26.847642,80.964033,25,emergency || gynecology || ophthalmology || physiotherapy || pulmonology || radiology,trust,True
Madurai Medical College & Hospital,general hospital,India,Madurai,"471 Main Bazaar Rd, Madurai, India",9.98474,78.188939,200,dermatology || emergency || neurosurgery || ophthalmology || physiotherapy || psychiatry || pulmonology,private,True
Bengaluru General Hospital,specialty hospital,India,Bengaluru,"987 High St, Bengaluru, India",13.003064,77.6622,300,cardiology || dental || nephrology || orthopedics || psychiatry || pulmonology || radiology,private,False
Aligarh Multispeciality Hospital,general hospital,India,Aligarh,"464 Station Rd, Aligarh, India",27.841806,78.100206,200,cardiology || neurosurgery || radiology,public,True
Cape Town Medical Center #56,general hospital,South Africa,Cape Town,"144 NH 48, Cape Town, South Africa",-33.937039,18.461931,750,dental || orthopedics || pediatrics,public,False
Rohtak Superspeciality Hospital,general hospital,India,Rohtak,"425 Maple Ave, Rohtak, India",28.963591,76.598734,50,emergency || ent || gynecology || oncology || pediatrics || physiotherapy || psychiatry || radiology,trust,True
Cape Town Multispeciality Hospital,specialty hospital,South Africa,Cape Town,"933 Lakeview Ave, Cape Town, South Africa",-33.847325,18.478324,50,gastroenterology || gynecology || hematology || oncology || orthopedics || physiotherapy || pulmonology || radiology,trust,False
Prayagraj Superspeciality Hospital,teaching hospital,India,Prayagraj,"994 High St, Prayagraj, India",25.503135,81.905483,200,ent || hematology || nephrology || oncology || physiotherapy || urology,private,True
Johannesburg Superspeciality Hospital,specialty hospital,South Africa,Johannesburg,"704 Hill Rd, Johannesburg, South Africa",-26.189496,28.03114,50,dental || dermatology || ent || gastroenterology || hematology || pulmonology || radiology || urology,private,False
Milan Care Hospital,general hospital,Italy,Milan,"14 Hospital Rd, Milan, Italy",45.437832,9.238457,25,cardiology || gastroenterology || hematology,public,True
Bareilly City Infirmary,specialty hospital,India,Bareilly,"150 Maple Ave, Bareilly, India",28.34036,79.414107,200,dermatology || ent || nephrology || neurosurgery || oncology || orthopedics || physiotherapy || urology,trust,True
Milan Superspeciality Hospital,specialty hospital,Italy,Milan,"713 High St, Milan, Italy",45.531377,9.165415,100,dental || dermatology || ent || gastroenterology || nephrology || pediatrics || pulmonology || radiology,public,False
Bhubaneswar Multispeciality Hospital,teaching hospital,India,Bhubaneswar,"722 Hill Rd, Bhubaneswar, India",20.3341,85.816855,75,dental || emergency || neurosurgery || oncology || orthopedics || physiotherapy || radiology,public,False
Manchester General Hospital,specialty hospital,United Kingdom,Manchester,"134 Lakeview Ave, Manchester, United Kingdom",53.47319,-2.300063,75,cardiology || dental || emergency || pediatrics || psychiatry || radiology || urology,public,True
Bilaspur Care Hospital,specialty hospital,India,Bilaspur,"367 MG Road, Bilaspur, India",22.079339,82.126128,750,dermatology || ent || gastroenterology || neurosurgery || pediatrics || psychiatry || pulmonology || radiology,public,True
Kochi Superspeciality Hospital,specialty hospital,India,Kochi,"340 Hill Rd, Kochi, India",9.909183,76.280194,250,cardiology || dermatology || ent || ophthalmology || orthopedics,private,True
Sao Paulo General Hospital,general hospital,Brazil,Sao Paulo,"938 Station Rd, Sao Paulo, Brazil",-23.633705,-46.613434,75,cardiology || dental || oncology || pediatrics || physiotherapy || psychiatry,private,True
Osaka General Hospital,specialty hospital,Japan,Osaka,"329 Hospital Rd, Osaka, Japan",34.767471,135.446086,150,cardiology || gynecology || pulmonology,private,True
Indore Medical College & Hospital,general hospital,India,Indore,"849 NH 48, Indore, India",22.653256,75.9372,150,cardiology || dermatology || emergency || ent || hematology || psychiatry || pulmonology || urology,public,True
Chennai Superspeciality Hospital,general hospital,India,Chennai,"462 Sector 21 Rd, Chennai, India",13.097962,80.201432,300,cardiology || dental || gastroenterology || gynecology || pediatrics || radiology,private,True
Sao Paulo Medical Center,general hospital,Brazil,Sao Paulo,"297 High St, Sao Paulo, Brazil",-23.602215,-46.575911,75,emergency || gastroenterology || nephrology || oncology || orthopedics || psychiatry || radiology,public,True
Nellore Medical College & Hospital,specialty hospital,India,Nellore,"303 Ring Rd, Nellore, India",14.39311,79.912348,150,cardiology || dental || gynecology || hematology || urology,public,False
Jabalpur Medical Center,specialty hospital,India,Jabalpur,"926 Hill Rd, Jabalpur, India",23.191875,79.916913,400,ent || hematology || nephrology || pulmonology,public,True
Ahmedabad City Infirmary,specialty hospital,India,Ahmedabad,"56 Green Park Rd, Ahmedabad, India",23.015026,72.575302,150,dental || dermatology || emergency || hematology || oncology || physiotherapy,public,False
Dubai Superspeciality Hospital #57,specialty hospital,UAE,Dubai,"922 Sunrise Blvd, Dubai, UAE",25.188922,55.280342,75,oncology || ophthalmology || psychiatry || radiology || urology,private,False
Agra Medical College & Hospital #58,general hospital,India,Agra,"805 Church St, Agra, India",27.125809,78.065986,750,ent || hematology || nephrology || neurosurgery || pediatrics || pulmonology || radiology || urology,private,True
Jalandhar Medical Center #59,specialty hospital,India,Jalandhar,"862 Temple Rd, Jalandhar, India",31.305729,75.539519,250,dental || emergency || orthopedics || pediatrics,private,False
Paris Medical College & Hospital,general hospital,France,Paris,"38 Green Park Rd, Paris, France",48.841997,2.276262,75,dental || hematology || ophthalmology || physiotherapy || pulmonology,public,False
Panipat Care Hospital #60,general hospital,India,Panipat,"93 Sector 21 Rd, Panipat, India",29.425456,76.988928,25,cardiology || ent || gastroenterology || neurosurgery || pulmonology,private,False
Jabalpur City Infirmary,general hospital,India,Jabalpur,"368 Maple Ave, Jabalpur, India",23.137016,79.943372,250,emergency || neurosurgery || ophthalmology || pediatrics,public,True
Durg Health Institute,teaching hospital,India,Durg,"903 Maple Ave, Durg, India",21.113554,81.221557,400,ent || gynecology || radiology,private,True
Sao Paulo Medical College & Hospital,general hospital,Brazil,Sao Paulo,"670 MG Road, Sao Paulo, Brazil",-23.607233,-46.615161,75,dental || gastroenterology || nephrology || neurosurgery || pediatrics || psychiatry || pulmonology,private,True
Srinagar City Infirmary,general hospital,India,Srinagar,"527 Temple Rd, Srinagar, India",34.019611,74.756208,300,dental || hematology || pulmonology || urology,private,False
Singapore Medical Center,general hospital,Singapore,Singapore,"216 Lakeview Ave, Singapore, Singapore",1.409011,103.872635,150,cardiology || dermatology || emergency || nephrology || neurosurgery || oncology || physiotherapy || psychiatry,public,False
Toronto City Infirmary,general hospital,Canada,Toronto,"982 Sector 21 Rd, Toronto, Canada",43.680094,-79.430403,100,cardiology || emergency || ent || gynecology || neurosurgery || oncology || physiotherapy,trust,False
Hisar Medical College & Hospital,specialty hospital,India,Hisar,"841 Lakeview Ave, Hisar, India",29.212614,75.64378,50,ent || neurosurgery || oncology || pediatrics || psychiatry || pulmonology || radiology,private,True
Pune General Hospital,teaching hospital,India,Pune,"517 NH 48, Pune, India",18.473662,73.780945,75,dermatology || gynecology || ophthalmology || pulmonology,trust,False
Manchester City Infirmary,general hospital,United Kingdom,Manchester,"2 NH 48, Manchester, United Kingdom",53.494087,-2.255172,500,dermatology || gastroenterology || gynecology || nephrology || neurosurgery || physiotherapy || urology,private,True
Nellore Medical Center,general hospital,India,Nellore,"785 Church St, Nellore, India",14.493391,79.961191,75,dental || nephrology || oncology,public,True
Phoenix Medical Center,general hospital,United States,Phoenix,"211 Park Ave, Phoenix, United States",33.429151,-112.059553,75,gynecology || hematology || nephrology || oncology || radiology || urology,public,False
Thiruvananthapuram Care Hospital,general hospital,India,Thiruvananthapuram,"209 NH 48, Thiruvananthapuram, India",8.543964,76.922106,200,dental || neurosurgery || ophthalmology || pediatrics || psychiatry || pulmonology || urology,public,True
Vijayawada Medical College & Hospital,teaching hospital,India,Vijayawada,"676 Station Rd, Vijayawada, India",16.49598,80.615115,750,ent || gynecology || neurosurgery || ophthalmology || orthopedics || pediatrics || psychiatry || pulmonology,private,True
Los Angeles Medical College & Hospital,general hospital,United States,Los Angeles,"94 Ring Rd, Los Angeles, United States",34.094377,-118.301282,500,dental || emergency || gynecology || nephrology || pediatrics || pulmonology,public,True
Mysuru Care Hospital,specialty hospital,India,Mysuru,"969 Lakeview Ave, Mysuru, India",12.293789,76.702528,400,cardiology || gastroenterology || nephrology || ophthalmology || orthopedics || pediatrics || psychiatry || radiology,public,True
Amritsar Superspeciality Hospital,specialty hospital,India,Amritsar,"369 Church St, Amritsar, India",31.622034,74.795895,75,cardiology || dental || emergency || gastroenterology || orthopedics || pediatrics || pulmonology || radiology,public,False
Nellore Medical Center,general hospital,India,Nellore,"744 Green Park Rd, Nellore, India",14.449261,80.007857,75,gynecology || neurosurgery || oncology || ophthalmology || pediatrics || physiotherapy || urology,trust,False
Mangaluru Medical Center,general hospital,India,Mangaluru,"349 Station Rd, Mangaluru, India",12.856397,74.909589,1200,dental || neurosurgery || oncology || orthopedics || pediatrics || physiotherapy || psychiatry,private,False
Osaka General Hospital,general hospital,Japan,Osaka,"392 Church St, Osaka, Japan",34.69781,135.449769,100,cardiology || nephrology || neurosurgery || ophthalmology || pediatrics || psychiatry || radiology || urology,private,True
Salem Health Institute #61,teaching hospital,India,Salem,"488 Park Ave, Salem, India",11.587243,78.212288,50,neurosurgery || orthopedics || pediatrics || physiotherapy || pulmonology,private,True
Patna Superspeciality Hospital,specialty hospital,India,Patna,"857 Hill Rd, Patna, India",25.606343,85.101449,200,emergency || gynecology || ophthalmology || physiotherapy,private,False
Bengaluru Multispeciality Hospital,general hospital,India,Bengaluru,"920 Temple Rd, Bengaluru, India",12.995827,77.647359,75,ent || gastroenterology || gynecology || ophthalmology || pediatrics || pulmonology,private,True
Tokyo Health Institute,specialty hospital,Japan,Tokyo,"179 Main Bazaar Rd, Tokyo, Japan",35.597959,139.592202,750,ent || psychiatry || radiology,private,True
Jodhpur Medical Center,specialty hospital,India,Jodhpur,"266 Lakeview Ave, Jodhpur, India",26.298722,73.039886,200,nephrology || neurosurgery || oncology || ophthalmology || pediatrics || physiotherapy || pulmonology,public,True
Meerut Health Institute,general hospital,India,Meerut,"462 Lakeview Ave, Meerut, India",29.010906,77.654459,750,ent || gastroenterology || gynecology || hematology || neurosurgery || ophthalmology || pediatrics,private,True
Gwalior City Infirmary,general hospital,India,Gwalior,"432 College Rd, Gwalior, India",26.205303,78.164102,200,dental || ent || ophthalmology || radiology,public,True
Mysuru Medical Center,general hospital,India,Mysuru,"834 Temple Rd, Mysuru, India",12.223315,76.586005,300,dental || gynecology || pediatrics || psychiatry || pulmonology || radiology,private,False
Mumbai Medical College & Hospital #62,teaching hospital,India,Mumbai,"987 Sunrise Blvd, Mumbai, India",19.009248,72.894204,75,dental || ent || oncology || physiotherapy || psychiatry || pulmonology || radiology,private,False
Kolkata Medical College & Hospital,general hospital,India,Kolkata,"980 Ring Rd, Kolkata, India",22.554887,88.330091,100,emergency || gastroenterology || nephrology || radiology,public,True
Madurai Care Hospital,specialty hospital,India,Madurai,"405 Temple Rd, Madurai, India",9.960247,78.087339,200,dental || emergency || ent || nephrology || psychiatry || urology,trust,True
Patna Medical Center,general hospital,India,Patna,"98 MG Road, Patna, India",25.590268,85.163787,750,cardiology || dental || dermatology || gastroenterology || ophthalmology || pediatrics,trust,True
Kolkata Medical College & Hospital,general hospital,India,Kolkata,"291 Main Bazaar Rd, Kolkata, India",22.609812,88.31829,25,cardiology || ent || hematology || ophthalmology || physiotherapy || psychiatry || pulmonology || radiology,trust,False
Prayagraj Care Hospital,general hospital,India,Prayagraj,"972 Green Park Rd, Prayagraj, India",25.397762,81.861512,50,nephrology || oncology || physiotherapy || psychiatry,trust,False
Kolkata Multispeciality Hospital,general hospital,India,Kolkata,"160 High St, Kolkata, India",22.572019,88.379395,100,cardiology || ent || hematology,public,True
Bilaspur Multispeciality Hospital,general hospital,India,Bilaspur,"10 NH 48, Bilaspur, India",22.122946,82.076156,50,cardiology || neurosurgery || ophthalmology || orthopedics || urology,trust,False
Vijayawada Medical College & Hospital,general hospital,India,Vijayawada,"82 NH 48, Vijayawada, India",16.54271,80.647279,250,dental || ent || hematology || neurosurgery || oncology || pediatrics || radiology || urology,private,False
Gurugram Medical Center,specialty hospital,India,Gurugram,"279 College Rd, Gurugram, India",28.449072,76.986024,400,cardiology || dermatology || hematology || radiology,trust,True
Melbourne City Infirmary,specialty hospital,Australia,Melbourne,"239 MG Road, Melbourne, Australia",-37.765693,144.994251,100,cardiology || ophthalmology || orthopedics || radiology,private,False
Thiruvananthapuram Multispeciality Hospital,general hospital,India,Thiruvananthapuram,"83 Ring Rd, Thiruvananthapuram, India",8.538537,76.914356,50,emergency || gastroenterology || pediatrics,private,True
Melbourne General Hospital #63,specialty hospital,Australia,Melbourne,"255 Sector 21 Rd, Melbourne, Australia",-37.74683,144.904991,1000,dermatology || gastroenterology || neurosurgery || orthopedics || psychiatry || urology,public,True
Chandigarh Care Hospital,general hospital,India,Chandigarh,"746 Maple Ave, Chandigarh, India",30.724661,76.729021,200,dental || ent || gynecology || hematology || neurosurgery || pediatrics || physiotherapy || radiology,public,True
London Medical College & Hospital,general hospital,United Kingdom,London,"283 Station Rd, London, United Kingdom",51.567071,-0.090644,400,cardiology || dermatology || neurosurgery || oncology || ophthalmology || urology,public,False
Jammu Medical Center,general hospital,India,Jammu,"993 Maple Ave, Jammu, India",32.752005,74.887764,500,gynecology || hematology || urology,public,True
Barcelona Multispeciality Hospital,general hospital,Spain,Barcelona,"387 Hill Rd, Barcelona, Spain",41.347347,2.166908,75,dental || dermatology || hematology || neurosurgery || ophthalmology || pediatrics || physiotherapy || urology,private,True
Ludhiana Health Institute,general hospital,India,Ludhiana,"889 Green Park Rd, Ludhiana, India",30.978992,75.928326,25,emergency || ent || hematology || psychiatry,public,False
Delhi Medical College & Hospital,teaching hospital,India,Delhi,"635 Hill Rd, Delhi, India",28.646792,77.27704,75,dental || emergency || gastroenterology || gynecology || neurosurgery || pediatrics || radiology,private,False
Agra Medical College & Hospital,general hospital,India,Agra,"536 MG Road, Agra, India",27.187571,78.074578,25,dermatology || hematology || pulmonology,public,False
Udaipur Medical College & Hospital,general hospital,India,Udaipur,"719 Temple Rd, Udaipur, India",24.616987,73.680076,750,emergency || neurosurgery || urology,public,False
Tehran Multispeciality Hospital,general hospital,Iran,Tehran,"572 NH 48, Tehran, Iran",35.764569,51.460083,150,dermatology || ent || pediatrics || physiotherapy || urology,public,True
Johannesburg Medical Center,general hospital,South Africa,Johannesburg,"195 Sunrise Blvd, Johannesburg, South Africa",-26.146173,28.102428,100,gastroenterology || gynecology || nephrology || neurosurgery || oncology || pulmonology || radiology,public,True
Tehran City Infirmary,general hospital,Iran,Tehran,"517 Park Ave, Tehran, Iran",35.741826,51.314921,200,dental || ent || nephrology || pediatrics || physiotherapy || psychiatry || pulmonology || urology,private,True
Rohtak Health Institute,specialty hospital,India,Rohtak,"220 Sector 21 Rd, Rohtak, India",28.852301,76.545891,50,cardiology || dental || ent || orthopedics || pediatrics || psychiatry || urology,public,False
Jaipur Care Hospital #64,teaching hospital,India,Jaipur,"220 Park Ave, Jaipur, India",26.943806,75.76168,300,dental || ent || pediatrics,private,False
Bengaluru Multispeciality Hospital,general hospital,India,Bengaluru,"376 Church St, Bengaluru, India",12.902057,77.565046,200,emergency || gastroenterology || oncology || pediatrics,private,True
Agra Multispeciality Hospital #65,specialty hospital,India,Agra,"707 Station Rd, Agra, India",27.223216,77.9791,250,cardiology || dermatology || emergency || ent || gastroenterology || oncology || psychiatry,public,False
Bilaspur Medical Center,general hospital,India,Bilaspur,"669 Oak St, Bilaspur, India",22.141356,82.157638,75,dental || dermatology || emergency || ent || gastroenterology || oncology || pediatrics || pulmonology,public,False
Salem Medical College & Hospital,specialty hospital,India,Salem,"590 Hospital Rd, Salem, India",11.588204,78.205216,25,nephrology || neurosurgery || oncology,private,True
Dehradun General Hospital,general hospital,India,Dehradun,"409 Hospital Rd, Dehradun, India",30.376452,78.03683,750,ent || hematology || neurosurgery || ophthalmology || orthopedics || physiotherapy,private,True
Nellore Superspeciality Hospital,general hospital,India,Nellore,"441 Park Ave, Nellore, India",14.490405,80.066169,100,emergency || ent || gynecology || nephrology || ophthalmology || orthopedics || physiotherapy || pulmonology,public,False
Noida City Infirmary,specialty hospital,India,Noida,"823 Main Bazaar Rd, Noida, India",28.57825,77.375309,150,dermatology || gynecology || hematology || neurosurgery || psychiatry || pulmonology || radiology,public,False
Nellore General Hospital,specialty hospital,India,Nellore,"152 High St, Nellore, India",14.463001,80.046288,1200,gynecology || oncology || radiology,private,True
Ludhiana Superspeciality Hospital,general hospital,India,Ludhiana,"265 Green Park Rd, Ludhiana, India",30.943889,75.84412,150,cardiology || dermatology || emergency || gastroenterology || hematology || physiotherapy,public,True
Sydney Multispeciality Hospital,general hospital,Australia,Sydney,"398 Temple Rd, Sydney, Australia",-33.830787,151.167504,50,cardiology || dental || gynecology || nephrology || oncology || orthopedics || radiology || urology,trust,False
Isfahan Multispeciality Hospital,general hospital,Iran,Isfahan,"191 Sunrise Blvd, Isfahan, Iran",32.63134,51.633958,100,cardiology || dental || dermatology || gynecology || hematology || pediatrics || psychiatry,public,True
Kochi Health Institute,general hospital,India,Kochi,"514 Temple Rd, Kochi, India",9.888577,76.194035,25,cardiology || gastroenterology || pediatrics,trust,False
Coimbatore Medical College & Hospital,general hospital,India,Coimbatore,"392 Hospital Rd, Coimbatore, India",11.094836,76.944244,100,hematology || nephrology || neurosurgery || oncology || ophthalmology || orthopedics || physiotherapy || pulmonology,private,True
Sao Paulo City Infirmary,specialty hospital,Brazil,Sao Paulo,"537 Ring Rd, Sao Paulo, Brazil",-23.527056,-46.684679,750,emergency || hematology || pediatrics || psychiatry || pulmonology || radiology,trust,True
Cuttack City Infirmary,specialty hospital,India,Cuttack,"902 NH 48, Cuttack, India",20.508315,85.817106,150,gastroenterology || gynecology || hematology || oncology || pediatrics || psychiatry,public,True
Rio de Janeiro Superspeciality Hospital,general hospital,Brazil,Rio de Janeiro,"27 Hill Rd, Rio de Janeiro, Brazil",-22.846141,-43.101743,150,ent || hematology || ophthalmology,private,True
Kanpur Medical College & Hospital,general hospital,India,Kanpur,"198 Church St, Kanpur, India",26.468046,80.278625,1200,cardiology || nephrology || pediatrics,trust,True
Berlin Medical Center #66,teaching hospital,Germany,Berlin,"450 College Rd, Berlin, Germany",52.477067,13.475837,250,cardiology || gastroenterology || nephrology || neurosurgery || oncology || orthopedics || psychiatry || radiology,private,True
Nashik General Hospital,general hospital,India,Nashik,"847 Maple Ave, Nashik, India",20.014738,73.79183,75,dental || dermatology || ent || gastroenterology,private,False
Hyderabad Superspeciality Hospital,general hospital,India,Hyderabad,"312 High St, Hyderabad, India",17.333244,78.441978,75,dermatology || nephrology || oncology || pediatrics || pulmonology || urology,trust,True
Kolkata Medical Center #67,specialty hospital,India,Kolkata,"916 Green Park Rd, Kolkata, India",22.617334,88.33992,50,gastroenterology || nephrology || psychiatry || radiology,public,False
Tehran Multispeciality Hospital #68,general hospital,Iran,Tehran,"665 Lakeview Ave, Tehran, Iran",35.764256,51.450406,750,dermatology || emergency || gynecology || pediatrics || physiotherapy || psychiatry || pulmonology || radiology,private,True
Sao Paulo Medical College & Hospital,general hospital,Brazil,Sao Paulo,"175 Park Ave, Sao Paulo, Brazil",-23.476615,-46.691777,150,cardiology || dental || gastroenterology || hematology || physiotherapy || pulmonology || urology,private,True
Osaka City Infirmary #69,general hospital,Japan,Osaka,"208 Oak St, Osaka, Japan",34.735018,135.533663,75,cardiology || nephrology || neurosurgery || ophthalmology || pediatrics || physiotherapy || psychiatry,private,False
Indore Multispeciality Hospital,general hospital,India,Indore,"616 Oak St, Indore, India",22.770133,75.81361,75,dental || dermatology || orthopedics || pediatrics,public,True
Lucknow General Hospital,specialty hospital,India,Lucknow,"306 Park Ave, Lucknow, India",26.852616,80.96107,200,dermatology || gynecology || nephrology,trust,True
Tiruchirappalli City Infirmary,specialty hospital,India,Tiruchirappalli,"369 Maple Ave, Tiruchirappalli, India",10.725138,78.765094,75,oncology || radiology || urology,trust,False
Shanghai Care Hospital,general hospital,China,Shanghai,"881 Temple Rd, Shanghai, China",31.171122,121.5359,1000,ent || nephrology || orthopedics || physiotherapy || urology,public,True
Prayagraj Medical Center,specialty hospital,India,Prayagraj,"957 High St, Prayagraj, India",25.49374,81.895823,250,emergency || ent || pediatrics || psychiatry || radiology || urology,private,True
Osaka City Infirmary,general hospital,Japan,Osaka,"298 Sunrise Blvd, Osaka, Japan",34.701837,135.436218,150,cardiology || gynecology || psychiatry,private,True
Barcelona Medical College & Hospital #70,general hospital,Spain,Barcelona,"826 Sunrise Blvd, Barcelona, Spain",41.36703,2.130161,300,oncology || orthopedics || pediatrics,private,True
Agra General Hospital #71,general hospital,India,Agra,"406 Oak St, Agra, India",27.17604,77.941067,75,dental || ophthalmology || orthopedics || radiology,trust,False
Dehradun City Infirmary,teaching hospital,India,Dehradun,"550 Park Ave, Dehradun, India",30.345821,77.964381,500,dermatology || ent || nephrology || oncology || ophthalmology || urology,private,True
Udaipur Health Institute,teaching hospital,India,Udaipur,"363 MG Road, Udaipur, India",24.584623,73.709394,200,cardiology || gastroenterology || pediatrics || radiology,private,False
Chandigarh City Infirmary,teaching hospital,India,Chandigarh,"770 High St, Chandigarh, India",30.785249,76.755049,250,dental || dermatology || gynecology || nephrology || neurosurgery || pediatrics || pulmonology || radiology,private,False
Noida City Infirmary #72,specialty hospital,India,Noida,"797 Sunrise Blvd, Noida, India",28.546017,77.353725,500,cardiology || ent || psychiatry,private,False
Coimbatore Multispeciality Hospital,general hospital,India,Coimbatore,"795 Park Ave, Coimbatore, India",11.064388,76.981152,500,ent || gynecology || hematology || orthopedics,private,True
Johannesburg General Hospital,general hospital,South Africa,Johannesburg,"869 MG Road, Johannesburg, South Africa",-26.145333,28.080638,400,cardiology || dermatology || gynecology || oncology || psychiatry,private,True
Dubai Superspeciality Hospital,general hospital,UAE,Dubai,"792 Main Bazaar Rd, Dubai, UAE",25.236395,55.299623,250,cardiology || dermatology || ent || gynecology || hematology || oncology || pediatrics || pulmonology,private,True
Jalandhar Health Institute,teaching hospital,India,Jalandhar,"824 High St, Jalandhar, India",31.366435,75.521577,500,dental || emergency || neurosurgery || oncology || ophthalmology || pediatrics || pulmonology,private,True
Salem General Hospital #73,general hospital,India,Salem,"437 Sector 21 Rd, Salem, India",11.723795,78.07068,400,oncology || physiotherapy || psychiatry || urology,public,True
Madrid Multispeciality Hospital,general hospital,Spain,Madrid,"822 Main Bazaar Rd, Madrid, Spain",40.357419,-3.730181,300,oncology || physiotherapy || psychiatry,private,False
Raipur Care Hospital,general hospital,India,Raipur,"717 Park Ave, Raipur, India",21.197122,81.680475,400,cardiology || emergency || neurosurgery || ophthalmology || psychiatry,public,True
Melbourne City Infirmary,general hospital,Australia,Melbourne,"732 Station Rd, Melbourne, Australia",-37.812405,144.884122,100,dental || emergency || oncology || orthopedics || psychiatry,private,True
Surat Multispeciality Hospital,general hospital,India,Surat,"834 NH 48, Surat, India",21.188908,72.90809,250,dental || neurosurgery || physiotherapy || psychiatry || pulmonology || radiology,public,False
Jammu Medical Center,general hospital,India,Jammu,"569 Station Rd, Jammu, India",32.688169,74.878441,200,dental || dermatology || emergency || gastroenterology || oncology || pulmonology,private,True
Abu Dhabi General Hospital #74,specialty hospital,UAE,Abu Dhabi,"909 Oak St, Abu Dhabi, UAE",24.498675,54.314417,300,gastroenterology || hematology || oncology || psychiatry,private,True
